#Instance dat_num .col .dat
5-Fullins_3 unreachable_08 ../../benchmark/ds-reconf-230425/original/5-FullIns_3.col ../../benchmark/ds-reconf-230425/original/5-FullIns_3_unreachable_08.dat
DSJC1000.9 reachable_01 ../../benchmark/ds-reconf-230425/original/DSJC1000.9.col ../../benchmark/ds-reconf-230425/original/DSJC1000.9_reachable_01.dat
DSJC1000.9 reachable_02 ../../benchmark/ds-reconf-230425/original/DSJC1000.9.col ../../benchmark/ds-reconf-230425/original/DSJC1000.9_reachable_02.dat
DSJC1000.9 unreachable_01 ../../benchmark/ds-reconf-230425/original/DSJC1000.9.col ../../benchmark/ds-reconf-230425/original/DSJC1000.9_unreachable_01.dat
DSJC1000.9 unreachable_02 ../../benchmark/ds-reconf-230425/original/DSJC1000.9.col ../../benchmark/ds-reconf-230425/original/DSJC1000.9_unreachable_02.dat
DSJC1000.9 unreachable_03 ../../benchmark/ds-reconf-230425/original/DSJC1000.9.col ../../benchmark/ds-reconf-230425/original/DSJC1000.9_unreachable_03.dat
DSJC1000.9 unreachable_04 ../../benchmark/ds-reconf-230425/original/DSJC1000.9.col ../../benchmark/ds-reconf-230425/original/DSJC1000.9_unreachable_04.dat
DSJC125.5 reachable_01 ../../benchmark/ds-reconf-230425/original/DSJC125.5.col ../../benchmark/ds-reconf-230425/original/DSJC125.5_reachable_01.dat
DSJC125.5 unreachable_01 ../../benchmark/ds-reconf-230425/original/DSJC125.5.col ../../benchmark/ds-reconf-230425/original/DSJC125.5_unreachable_01.dat
DSJC125.5 unreachable_02 ../../benchmark/ds-reconf-230425/original/DSJC125.5.col ../../benchmark/ds-reconf-230425/original/DSJC125.5_unreachable_02.dat
DSJC125.5 unreachable_03 ../../benchmark/ds-reconf-230425/original/DSJC125.5.col ../../benchmark/ds-reconf-230425/original/DSJC125.5_unreachable_03.dat
DSJC125.5 unreachable_04 ../../benchmark/ds-reconf-230425/original/DSJC125.5.col ../../benchmark/ds-reconf-230425/original/DSJC125.5_unreachable_04.dat
DSJC125.5 unreachable_05 ../../benchmark/ds-reconf-230425/original/DSJC125.5.col ../../benchmark/ds-reconf-230425/original/DSJC125.5_unreachable_05.dat
DSJC125.5 unreachable_06 ../../benchmark/ds-reconf-230425/original/DSJC125.5.col ../../benchmark/ds-reconf-230425/original/DSJC125.5_unreachable_06.dat
DSJC125.5 unreachable_07 ../../benchmark/ds-reconf-230425/original/DSJC125.5.col ../../benchmark/ds-reconf-230425/original/DSJC125.5_unreachable_07.dat
DSJC125.5 unreachable_08 ../../benchmark/ds-reconf-230425/original/DSJC125.5.col ../../benchmark/ds-reconf-230425/original/DSJC125.5_unreachable_08.dat
DSJC125.5 unreachable_09 ../../benchmark/ds-reconf-230425/original/DSJC125.5.col ../../benchmark/ds-reconf-230425/original/DSJC125.5_unreachable_09.dat
DSJC125.5 unreachable_10 ../../benchmark/ds-reconf-230425/original/DSJC125.5.col ../../benchmark/ds-reconf-230425/original/DSJC125.5_unreachable_10.dat
DSJC125.9 reachable_01 ../../benchmark/ds-reconf-230425/original/DSJC125.9.col ../../benchmark/ds-reconf-230425/original/DSJC125.9_reachable_01.dat
DSJC125.9 reachable_02 ../../benchmark/ds-reconf-230425/original/DSJC125.9.col ../../benchmark/ds-reconf-230425/original/DSJC125.9_reachable_02.dat
DSJC125.9 reachable_03 ../../benchmark/ds-reconf-230425/original/DSJC125.9.col ../../benchmark/ds-reconf-230425/original/DSJC125.9_reachable_03.dat
DSJC125.9 reachable_04 ../../benchmark/ds-reconf-230425/original/DSJC125.9.col ../../benchmark/ds-reconf-230425/original/DSJC125.9_reachable_04.dat
DSJC125.9 reachable_05 ../../benchmark/ds-reconf-230425/original/DSJC125.9.col ../../benchmark/ds-reconf-230425/original/DSJC125.9_reachable_05.dat
DSJC125.9 reachable_06 ../../benchmark/ds-reconf-230425/original/DSJC125.9.col ../../benchmark/ds-reconf-230425/original/DSJC125.9_reachable_06.dat
DSJC125.9 reachable_07 ../../benchmark/ds-reconf-230425/original/DSJC125.9.col ../../benchmark/ds-reconf-230425/original/DSJC125.9_reachable_07.dat
DSJC125.9 reachable_08 ../../benchmark/ds-reconf-230425/original/DSJC125.9.col ../../benchmark/ds-reconf-230425/original/DSJC125.9_reachable_08.dat
DSJC125.9 reachable_09 ../../benchmark/ds-reconf-230425/original/DSJC125.9.col ../../benchmark/ds-reconf-230425/original/DSJC125.9_reachable_09.dat
DSJC125.9 reachable_10 ../../benchmark/ds-reconf-230425/original/DSJC125.9.col ../../benchmark/ds-reconf-230425/original/DSJC125.9_reachable_10.dat
DSJC250.9 reachable_01 ../../benchmark/ds-reconf-230425/original/DSJC250.9.col ../../benchmark/ds-reconf-230425/original/DSJC250.9_reachable_01.dat
DSJC250.9 reachable_02 ../../benchmark/ds-reconf-230425/original/DSJC250.9.col ../../benchmark/ds-reconf-230425/original/DSJC250.9_reachable_02.dat
DSJC250.9 reachable_03 ../../benchmark/ds-reconf-230425/original/DSJC250.9.col ../../benchmark/ds-reconf-230425/original/DSJC250.9_reachable_03.dat
DSJC250.9 reachable_04 ../../benchmark/ds-reconf-230425/original/DSJC250.9.col ../../benchmark/ds-reconf-230425/original/DSJC250.9_reachable_04.dat
DSJC250.9 reachable_05 ../../benchmark/ds-reconf-230425/original/DSJC250.9.col ../../benchmark/ds-reconf-230425/original/DSJC250.9_reachable_05.dat
DSJC250.9 reachable_06 ../../benchmark/ds-reconf-230425/original/DSJC250.9.col ../../benchmark/ds-reconf-230425/original/DSJC250.9_reachable_06.dat
DSJC250.9 reachable_07 ../../benchmark/ds-reconf-230425/original/DSJC250.9.col ../../benchmark/ds-reconf-230425/original/DSJC250.9_reachable_07.dat
DSJC250.9 reachable_08 ../../benchmark/ds-reconf-230425/original/DSJC250.9.col ../../benchmark/ds-reconf-230425/original/DSJC250.9_reachable_08.dat
DSJC250.9 reachable_09 ../../benchmark/ds-reconf-230425/original/DSJC250.9.col ../../benchmark/ds-reconf-230425/original/DSJC250.9_reachable_09.dat
DSJC250.9 reachable_10 ../../benchmark/ds-reconf-230425/original/DSJC250.9.col ../../benchmark/ds-reconf-230425/original/DSJC250.9_reachable_10.dat
DSJC500.9 reachable_01 ../../benchmark/ds-reconf-230425/original/DSJC500.9.col ../../benchmark/ds-reconf-230425/original/DSJC500.9_reachable_01.dat
DSJC500.9 reachable_02 ../../benchmark/ds-reconf-230425/original/DSJC500.9.col ../../benchmark/ds-reconf-230425/original/DSJC500.9_reachable_02.dat
DSJC500.9 reachable_03 ../../benchmark/ds-reconf-230425/original/DSJC500.9.col ../../benchmark/ds-reconf-230425/original/DSJC500.9_reachable_03.dat
DSJC500.9 reachable_04 ../../benchmark/ds-reconf-230425/original/DSJC500.9.col ../../benchmark/ds-reconf-230425/original/DSJC500.9_reachable_04.dat
DSJC500.9 reachable_05 ../../benchmark/ds-reconf-230425/original/DSJC500.9.col ../../benchmark/ds-reconf-230425/original/DSJC500.9_reachable_05.dat
DSJC500.9 reachable_06 ../../benchmark/ds-reconf-230425/original/DSJC500.9.col ../../benchmark/ds-reconf-230425/original/DSJC500.9_reachable_06.dat
DSJC500.9 reachable_07 ../../benchmark/ds-reconf-230425/original/DSJC500.9.col ../../benchmark/ds-reconf-230425/original/DSJC500.9_reachable_07.dat
DSJC500.9 reachable_08 ../../benchmark/ds-reconf-230425/original/DSJC500.9.col ../../benchmark/ds-reconf-230425/original/DSJC500.9_reachable_08.dat
DSJC500.9 reachable_09 ../../benchmark/ds-reconf-230425/original/DSJC500.9.col ../../benchmark/ds-reconf-230425/original/DSJC500.9_reachable_09.dat
DSJC500.9 reachable_10 ../../benchmark/ds-reconf-230425/original/DSJC500.9.col ../../benchmark/ds-reconf-230425/original/DSJC500.9_reachable_10.dat
anna reachable_01 ../../benchmark/ds-reconf-230425/original/anna.col ../../benchmark/ds-reconf-230425/original/anna_reachable_01.dat
anna reachable_02 ../../benchmark/ds-reconf-230425/original/anna.col ../../benchmark/ds-reconf-230425/original/anna_reachable_02.dat
anna reachable_03 ../../benchmark/ds-reconf-230425/original/anna.col ../../benchmark/ds-reconf-230425/original/anna_reachable_03.dat
anna reachable_04 ../../benchmark/ds-reconf-230425/original/anna.col ../../benchmark/ds-reconf-230425/original/anna_reachable_04.dat
anna reachable_05 ../../benchmark/ds-reconf-230425/original/anna.col ../../benchmark/ds-reconf-230425/original/anna_reachable_05.dat
anna reachable_06 ../../benchmark/ds-reconf-230425/original/anna.col ../../benchmark/ds-reconf-230425/original/anna_reachable_06.dat
anna reachable_07 ../../benchmark/ds-reconf-230425/original/anna.col ../../benchmark/ds-reconf-230425/original/anna_reachable_07.dat
anna reachable_08 ../../benchmark/ds-reconf-230425/original/anna.col ../../benchmark/ds-reconf-230425/original/anna_reachable_08.dat
anna reachable_09 ../../benchmark/ds-reconf-230425/original/anna.col ../../benchmark/ds-reconf-230425/original/anna_reachable_09.dat
anna reachable_10 ../../benchmark/ds-reconf-230425/original/anna.col ../../benchmark/ds-reconf-230425/original/anna_reachable_10.dat
david reachable_01 ../../benchmark/ds-reconf-230425/original/david.col ../../benchmark/ds-reconf-230425/original/david_reachable_01.dat
david reachable_02 ../../benchmark/ds-reconf-230425/original/david.col ../../benchmark/ds-reconf-230425/original/david_reachable_02.dat
david reachable_03 ../../benchmark/ds-reconf-230425/original/david.col ../../benchmark/ds-reconf-230425/original/david_reachable_03.dat
david reachable_04 ../../benchmark/ds-reconf-230425/original/david.col ../../benchmark/ds-reconf-230425/original/david_reachable_04.dat
david reachable_05 ../../benchmark/ds-reconf-230425/original/david.col ../../benchmark/ds-reconf-230425/original/david_reachable_05.dat
david reachable_06 ../../benchmark/ds-reconf-230425/original/david.col ../../benchmark/ds-reconf-230425/original/david_reachable_06.dat
david reachable_07 ../../benchmark/ds-reconf-230425/original/david.col ../../benchmark/ds-reconf-230425/original/david_reachable_07.dat
david reachable_08 ../../benchmark/ds-reconf-230425/original/david.col ../../benchmark/ds-reconf-230425/original/david_reachable_08.dat
david reachable_09 ../../benchmark/ds-reconf-230425/original/david.col ../../benchmark/ds-reconf-230425/original/david_reachable_09.dat
david reachable_10 ../../benchmark/ds-reconf-230425/original/david.col ../../benchmark/ds-reconf-230425/original/david_reachable_10.dat
hc-square-005-002 reachable_01 ../../benchmark/ds-reconf-230425/original/hc-square-005-002.col ../../benchmark/ds-reconf-230425/original/hc-square-005-002_reachable_01.dat
hc-square-005-002 reachable_02 ../../benchmark/ds-reconf-230425/original/hc-square-005-002.col ../../benchmark/ds-reconf-230425/original/hc-square-005-002_reachable_02.dat
hc-square-005-002 unreachable_01 ../../benchmark/ds-reconf-230425/original/hc-square-005-002.col ../../benchmark/ds-reconf-230425/original/hc-square-005-002_unreachable_01.dat
hc-square-005-002 unreachable_02 ../../benchmark/ds-reconf-230425/original/hc-square-005-002.col ../../benchmark/ds-reconf-230425/original/hc-square-005-002_unreachable_02.dat
hc-square-005-002 unreachable_03 ../../benchmark/ds-reconf-230425/original/hc-square-005-002.col ../../benchmark/ds-reconf-230425/original/hc-square-005-002_unreachable_03.dat
hc-square-005-002 unreachable_04 ../../benchmark/ds-reconf-230425/original/hc-square-005-002.col ../../benchmark/ds-reconf-230425/original/hc-square-005-002_unreachable_04.dat
hc-square-005-002 unreachable_05 ../../benchmark/ds-reconf-230425/original/hc-square-005-002.col ../../benchmark/ds-reconf-230425/original/hc-square-005-002_unreachable_05.dat
hc-square-005-002 unreachable_06 ../../benchmark/ds-reconf-230425/original/hc-square-005-002.col ../../benchmark/ds-reconf-230425/original/hc-square-005-002_unreachable_06.dat
hc-square-005-002 unreachable_07 ../../benchmark/ds-reconf-230425/original/hc-square-005-002.col ../../benchmark/ds-reconf-230425/original/hc-square-005-002_unreachable_07.dat
hc-square-005-002 unreachable_08 ../../benchmark/ds-reconf-230425/original/hc-square-005-002.col ../../benchmark/ds-reconf-230425/original/hc-square-005-002_unreachable_08.dat
hc-square-005-002 unreachable_09 ../../benchmark/ds-reconf-230425/original/hc-square-005-002.col ../../benchmark/ds-reconf-230425/original/hc-square-005-002_unreachable_09.dat
hc-square-005-002 unreachable_10 ../../benchmark/ds-reconf-230425/original/hc-square-005-002.col ../../benchmark/ds-reconf-230425/original/hc-square-005-002_unreachable_10.dat
huck reachable_01 ../../benchmark/ds-reconf-230425/original/huck.col ../../benchmark/ds-reconf-230425/original/huck_reachable_01.dat
huck reachable_02 ../../benchmark/ds-reconf-230425/original/huck.col ../../benchmark/ds-reconf-230425/original/huck_reachable_02.dat
huck reachable_03 ../../benchmark/ds-reconf-230425/original/huck.col ../../benchmark/ds-reconf-230425/original/huck_reachable_03.dat
huck reachable_04 ../../benchmark/ds-reconf-230425/original/huck.col ../../benchmark/ds-reconf-230425/original/huck_reachable_04.dat
huck reachable_05 ../../benchmark/ds-reconf-230425/original/huck.col ../../benchmark/ds-reconf-230425/original/huck_reachable_05.dat
huck reachable_06 ../../benchmark/ds-reconf-230425/original/huck.col ../../benchmark/ds-reconf-230425/original/huck_reachable_06.dat
huck reachable_07 ../../benchmark/ds-reconf-230425/original/huck.col ../../benchmark/ds-reconf-230425/original/huck_reachable_07.dat
huck reachable_08 ../../benchmark/ds-reconf-230425/original/huck.col ../../benchmark/ds-reconf-230425/original/huck_reachable_08.dat
huck reachable_09 ../../benchmark/ds-reconf-230425/original/huck.col ../../benchmark/ds-reconf-230425/original/huck_reachable_09.dat
huck reachable_10 ../../benchmark/ds-reconf-230425/original/huck.col ../../benchmark/ds-reconf-230425/original/huck_reachable_10.dat
latin_square_10 reachable_01 ../../benchmark/ds-reconf-230425/original/latin_square_10.col ../../benchmark/ds-reconf-230425/original/latin_square_10_reachable_01.dat
latin_square_10 reachable_02 ../../benchmark/ds-reconf-230425/original/latin_square_10.col ../../benchmark/ds-reconf-230425/original/latin_square_10_reachable_02.dat
latin_square_10 reachable_03 ../../benchmark/ds-reconf-230425/original/latin_square_10.col ../../benchmark/ds-reconf-230425/original/latin_square_10_reachable_03.dat
latin_square_10 reachable_04 ../../benchmark/ds-reconf-230425/original/latin_square_10.col ../../benchmark/ds-reconf-230425/original/latin_square_10_reachable_04.dat
latin_square_10 reachable_05 ../../benchmark/ds-reconf-230425/original/latin_square_10.col ../../benchmark/ds-reconf-230425/original/latin_square_10_reachable_05.dat
latin_square_10 reachable_06 ../../benchmark/ds-reconf-230425/original/latin_square_10.col ../../benchmark/ds-reconf-230425/original/latin_square_10_reachable_06.dat
latin_square_10 reachable_07 ../../benchmark/ds-reconf-230425/original/latin_square_10.col ../../benchmark/ds-reconf-230425/original/latin_square_10_reachable_07.dat
latin_square_10 reachable_08 ../../benchmark/ds-reconf-230425/original/latin_square_10.col ../../benchmark/ds-reconf-230425/original/latin_square_10_reachable_08.dat
latin_square_10 reachable_09 ../../benchmark/ds-reconf-230425/original/latin_square_10.col ../../benchmark/ds-reconf-230425/original/latin_square_10_reachable_09.dat
latin_square_10 reachable_10 ../../benchmark/ds-reconf-230425/original/latin_square_10.col ../../benchmark/ds-reconf-230425/original/latin_square_10_reachable_10.dat
latin_square_10 unreachable_01 ../../benchmark/ds-reconf-230425/original/latin_square_10.col ../../benchmark/ds-reconf-230425/original/latin_square_10_unreachable_01.dat
latin_square_10 unreachable_02 ../../benchmark/ds-reconf-230425/original/latin_square_10.col ../../benchmark/ds-reconf-230425/original/latin_square_10_unreachable_02.dat
latin_square_10 unreachable_03 ../../benchmark/ds-reconf-230425/original/latin_square_10.col ../../benchmark/ds-reconf-230425/original/latin_square_10_unreachable_03.dat
latin_square_10 unreachable_04 ../../benchmark/ds-reconf-230425/original/latin_square_10.col ../../benchmark/ds-reconf-230425/original/latin_square_10_unreachable_04.dat
latin_square_10 unreachable_05 ../../benchmark/ds-reconf-230425/original/latin_square_10.col ../../benchmark/ds-reconf-230425/original/latin_square_10_unreachable_05.dat
latin_square_10 unreachable_06 ../../benchmark/ds-reconf-230425/original/latin_square_10.col ../../benchmark/ds-reconf-230425/original/latin_square_10_unreachable_06.dat
latin_square_10 unreachable_07 ../../benchmark/ds-reconf-230425/original/latin_square_10.col ../../benchmark/ds-reconf-230425/original/latin_square_10_unreachable_07.dat
latin_square_10 unreachable_08 ../../benchmark/ds-reconf-230425/original/latin_square_10.col ../../benchmark/ds-reconf-230425/original/latin_square_10_unreachable_08.dat
latin_square_10 unreachable_09 ../../benchmark/ds-reconf-230425/original/latin_square_10.col ../../benchmark/ds-reconf-230425/original/latin_square_10_unreachable_09.dat
latin_square_10 unreachable_10 ../../benchmark/ds-reconf-230425/original/latin_square_10.col ../../benchmark/ds-reconf-230425/original/latin_square_10_unreachable_10.dat
miles1500 reachable_01 ../../benchmark/ds-reconf-230425/original/miles1500.col ../../benchmark/ds-reconf-230425/original/miles1500_reachable_01.dat
miles1500 reachable_02 ../../benchmark/ds-reconf-230425/original/miles1500.col ../../benchmark/ds-reconf-230425/original/miles1500_reachable_02.dat
miles1500 reachable_03 ../../benchmark/ds-reconf-230425/original/miles1500.col ../../benchmark/ds-reconf-230425/original/miles1500_reachable_03.dat
miles1500 reachable_04 ../../benchmark/ds-reconf-230425/original/miles1500.col ../../benchmark/ds-reconf-230425/original/miles1500_reachable_04.dat
miles1500 reachable_05 ../../benchmark/ds-reconf-230425/original/miles1500.col ../../benchmark/ds-reconf-230425/original/miles1500_reachable_05.dat
miles1500 reachable_06 ../../benchmark/ds-reconf-230425/original/miles1500.col ../../benchmark/ds-reconf-230425/original/miles1500_reachable_06.dat
miles1500 reachable_07 ../../benchmark/ds-reconf-230425/original/miles1500.col ../../benchmark/ds-reconf-230425/original/miles1500_reachable_07.dat
miles1500 reachable_08 ../../benchmark/ds-reconf-230425/original/miles1500.col ../../benchmark/ds-reconf-230425/original/miles1500_reachable_08.dat
miles1500 reachable_09 ../../benchmark/ds-reconf-230425/original/miles1500.col ../../benchmark/ds-reconf-230425/original/miles1500_reachable_09.dat
miles1500 reachable_10 ../../benchmark/ds-reconf-230425/original/miles1500.col ../../benchmark/ds-reconf-230425/original/miles1500_reachable_10.dat
miles500 reachable_01 ../../benchmark/ds-reconf-230425/original/miles500.col ../../benchmark/ds-reconf-230425/original/miles500_reachable_01.dat
miles500 reachable_02 ../../benchmark/ds-reconf-230425/original/miles500.col ../../benchmark/ds-reconf-230425/original/miles500_reachable_02.dat
miles500 reachable_03 ../../benchmark/ds-reconf-230425/original/miles500.col ../../benchmark/ds-reconf-230425/original/miles500_reachable_03.dat
miles500 reachable_04 ../../benchmark/ds-reconf-230425/original/miles500.col ../../benchmark/ds-reconf-230425/original/miles500_reachable_04.dat
miles500 reachable_05 ../../benchmark/ds-reconf-230425/original/miles500.col ../../benchmark/ds-reconf-230425/original/miles500_reachable_05.dat
miles500 reachable_06 ../../benchmark/ds-reconf-230425/original/miles500.col ../../benchmark/ds-reconf-230425/original/miles500_reachable_06.dat
miles500 reachable_07 ../../benchmark/ds-reconf-230425/original/miles500.col ../../benchmark/ds-reconf-230425/original/miles500_reachable_07.dat
miles500 reachable_08 ../../benchmark/ds-reconf-230425/original/miles500.col ../../benchmark/ds-reconf-230425/original/miles500_reachable_08.dat
miles500 reachable_09 ../../benchmark/ds-reconf-230425/original/miles500.col ../../benchmark/ds-reconf-230425/original/miles500_reachable_09.dat
miles500 reachable_10 ../../benchmark/ds-reconf-230425/original/miles500.col ../../benchmark/ds-reconf-230425/original/miles500_reachable_10.dat
myciel3 reachable_01 ../../benchmark/ds-reconf-230425/original/myciel3.col ../../benchmark/ds-reconf-230425/original/myciel3_reachable_01.dat
myciel3 reachable_02 ../../benchmark/ds-reconf-230425/original/myciel3.col ../../benchmark/ds-reconf-230425/original/myciel3_reachable_02.dat
myciel3 reachable_03 ../../benchmark/ds-reconf-230425/original/myciel3.col ../../benchmark/ds-reconf-230425/original/myciel3_reachable_03.dat
myciel3 reachable_04 ../../benchmark/ds-reconf-230425/original/myciel3.col ../../benchmark/ds-reconf-230425/original/myciel3_reachable_04.dat
myciel3 reachable_05 ../../benchmark/ds-reconf-230425/original/myciel3.col ../../benchmark/ds-reconf-230425/original/myciel3_reachable_05.dat
myciel4 reachable_01 ../../benchmark/ds-reconf-230425/original/myciel4.col ../../benchmark/ds-reconf-230425/original/myciel4_reachable_01.dat
myciel4 reachable_02 ../../benchmark/ds-reconf-230425/original/myciel4.col ../../benchmark/ds-reconf-230425/original/myciel4_reachable_02.dat
myciel4 reachable_03 ../../benchmark/ds-reconf-230425/original/myciel4.col ../../benchmark/ds-reconf-230425/original/myciel4_reachable_03.dat
myciel4 reachable_04 ../../benchmark/ds-reconf-230425/original/myciel4.col ../../benchmark/ds-reconf-230425/original/myciel4_reachable_04.dat
myciel4 reachable_05 ../../benchmark/ds-reconf-230425/original/myciel4.col ../../benchmark/ds-reconf-230425/original/myciel4_reachable_05.dat
myciel5 reachable_01 ../../benchmark/ds-reconf-230425/original/myciel5.col ../../benchmark/ds-reconf-230425/original/myciel5_reachable_01.dat
myciel5 reachable_02 ../../benchmark/ds-reconf-230425/original/myciel5.col ../../benchmark/ds-reconf-230425/original/myciel5_reachable_02.dat
myciel5 reachable_03 ../../benchmark/ds-reconf-230425/original/myciel5.col ../../benchmark/ds-reconf-230425/original/myciel5_reachable_03.dat
myciel5 reachable_04 ../../benchmark/ds-reconf-230425/original/myciel5.col ../../benchmark/ds-reconf-230425/original/myciel5_reachable_04.dat
myciel5 reachable_05 ../../benchmark/ds-reconf-230425/original/myciel5.col ../../benchmark/ds-reconf-230425/original/myciel5_reachable_05.dat
myciel6 reachable_01 ../../benchmark/ds-reconf-230425/original/myciel6.col ../../benchmark/ds-reconf-230425/original/myciel6_reachable_01.dat
myciel6 reachable_02 ../../benchmark/ds-reconf-230425/original/myciel6.col ../../benchmark/ds-reconf-230425/original/myciel6_reachable_02.dat
myciel6 reachable_03 ../../benchmark/ds-reconf-230425/original/myciel6.col ../../benchmark/ds-reconf-230425/original/myciel6_reachable_03.dat
myciel6 reachable_04 ../../benchmark/ds-reconf-230425/original/myciel6.col ../../benchmark/ds-reconf-230425/original/myciel6_reachable_04.dat
myciel6 reachable_05 ../../benchmark/ds-reconf-230425/original/myciel6.col ../../benchmark/ds-reconf-230425/original/myciel6_reachable_05.dat
queen5_5 reachable_01 ../../benchmark/ds-reconf-230425/original/queen5_5.col ../../benchmark/ds-reconf-230425/original/queen5_5_reachable_01.dat
queen5_5 reachable_02 ../../benchmark/ds-reconf-230425/original/queen5_5.col ../../benchmark/ds-reconf-230425/original/queen5_5_reachable_02.dat
queen5_5 reachable_03 ../../benchmark/ds-reconf-230425/original/queen5_5.col ../../benchmark/ds-reconf-230425/original/queen5_5_reachable_03.dat
queen5_5 reachable_04 ../../benchmark/ds-reconf-230425/original/queen5_5.col ../../benchmark/ds-reconf-230425/original/queen5_5_reachable_04.dat
queen5_5 reachable_05 ../../benchmark/ds-reconf-230425/original/queen5_5.col ../../benchmark/ds-reconf-230425/original/queen5_5_reachable_05.dat
queen5_5 reachable_06 ../../benchmark/ds-reconf-230425/original/queen5_5.col ../../benchmark/ds-reconf-230425/original/queen5_5_reachable_06.dat
queen5_5 reachable_07 ../../benchmark/ds-reconf-230425/original/queen5_5.col ../../benchmark/ds-reconf-230425/original/queen5_5_reachable_07.dat
queen5_5 reachable_08 ../../benchmark/ds-reconf-230425/original/queen5_5.col ../../benchmark/ds-reconf-230425/original/queen5_5_reachable_08.dat
queen5_5 reachable_09 ../../benchmark/ds-reconf-230425/original/queen5_5.col ../../benchmark/ds-reconf-230425/original/queen5_5_reachable_09.dat
queen5_5 reachable_10 ../../benchmark/ds-reconf-230425/original/queen5_5.col ../../benchmark/ds-reconf-230425/original/queen5_5_reachable_10.dat
queen7_7 reachable_01 ../../benchmark/ds-reconf-230425/original/queen7_7.col ../../benchmark/ds-reconf-230425/original/queen7_7_reachable_01.dat
queen7_7 reachable_02 ../../benchmark/ds-reconf-230425/original/queen7_7.col ../../benchmark/ds-reconf-230425/original/queen7_7_reachable_02.dat
queen7_7 reachable_03 ../../benchmark/ds-reconf-230425/original/queen7_7.col ../../benchmark/ds-reconf-230425/original/queen7_7_reachable_03.dat
queen7_7 reachable_04 ../../benchmark/ds-reconf-230425/original/queen7_7.col ../../benchmark/ds-reconf-230425/original/queen7_7_reachable_04.dat
queen7_7 reachable_05 ../../benchmark/ds-reconf-230425/original/queen7_7.col ../../benchmark/ds-reconf-230425/original/queen7_7_reachable_05.dat
queen7_7 reachable_06 ../../benchmark/ds-reconf-230425/original/queen7_7.col ../../benchmark/ds-reconf-230425/original/queen7_7_reachable_06.dat
queen7_7 unreachable_01 ../../benchmark/ds-reconf-230425/original/queen7_7.col ../../benchmark/ds-reconf-230425/original/queen7_7_unreachable_01.dat
queen7_7 unreachable_02 ../../benchmark/ds-reconf-230425/original/queen7_7.col ../../benchmark/ds-reconf-230425/original/queen7_7_unreachable_02.dat
queen7_7 unreachable_03 ../../benchmark/ds-reconf-230425/original/queen7_7.col ../../benchmark/ds-reconf-230425/original/queen7_7_unreachable_03.dat
queen7_7 unreachable_04 ../../benchmark/ds-reconf-230425/original/queen7_7.col ../../benchmark/ds-reconf-230425/original/queen7_7_unreachable_04.dat
queen7_7 unreachable_05 ../../benchmark/ds-reconf-230425/original/queen7_7.col ../../benchmark/ds-reconf-230425/original/queen7_7_unreachable_05.dat
queen7_7 unreachable_06 ../../benchmark/ds-reconf-230425/original/queen7_7.col ../../benchmark/ds-reconf-230425/original/queen7_7_unreachable_06.dat
queen7_7 unreachable_07 ../../benchmark/ds-reconf-230425/original/queen7_7.col ../../benchmark/ds-reconf-230425/original/queen7_7_unreachable_07.dat
queen7_7 unreachable_08 ../../benchmark/ds-reconf-230425/original/queen7_7.col ../../benchmark/ds-reconf-230425/original/queen7_7_unreachable_08.dat
queen7_7 unreachable_09 ../../benchmark/ds-reconf-230425/original/queen7_7.col ../../benchmark/ds-reconf-230425/original/queen7_7_unreachable_09.dat
queen7_7 unreachable_10 ../../benchmark/ds-reconf-230425/original/queen7_7.col ../../benchmark/ds-reconf-230425/original/queen7_7_unreachable_10.dat
queen8_8 reachable_01 ../../benchmark/ds-reconf-230425/original/queen8_8.col ../../benchmark/ds-reconf-230425/original/queen8_8_reachable_01.dat
queen8_8 reachable_02 ../../benchmark/ds-reconf-230425/original/queen8_8.col ../../benchmark/ds-reconf-230425/original/queen8_8_reachable_02.dat
queen8_8 reachable_03 ../../benchmark/ds-reconf-230425/original/queen8_8.col ../../benchmark/ds-reconf-230425/original/queen8_8_reachable_03.dat
queen8_8 reachable_04 ../../benchmark/ds-reconf-230425/original/queen8_8.col ../../benchmark/ds-reconf-230425/original/queen8_8_reachable_04.dat
queen8_8 reachable_05 ../../benchmark/ds-reconf-230425/original/queen8_8.col ../../benchmark/ds-reconf-230425/original/queen8_8_reachable_05.dat
queen8_8 reachable_06 ../../benchmark/ds-reconf-230425/original/queen8_8.col ../../benchmark/ds-reconf-230425/original/queen8_8_reachable_06.dat
queen8_8 reachable_07 ../../benchmark/ds-reconf-230425/original/queen8_8.col ../../benchmark/ds-reconf-230425/original/queen8_8_reachable_07.dat
queen8_8 reachable_08 ../../benchmark/ds-reconf-230425/original/queen8_8.col ../../benchmark/ds-reconf-230425/original/queen8_8_reachable_08.dat
queen8_8 reachable_09 ../../benchmark/ds-reconf-230425/original/queen8_8.col ../../benchmark/ds-reconf-230425/original/queen8_8_reachable_09.dat
queen8_8 reachable_10 ../../benchmark/ds-reconf-230425/original/queen8_8.col ../../benchmark/ds-reconf-230425/original/queen8_8_reachable_10.dat
queen8_8 unreachable_01 ../../benchmark/ds-reconf-230425/original/queen8_8.col ../../benchmark/ds-reconf-230425/original/queen8_8_unreachable_01.dat
